AutoCtr,Order,OtherOrders,CommonAncestor
2998,Albuliformes,Pleuronectiformes,252
2999,Albuliformes,Mugiliformes,252
3000,Albuliformes,Ovalentaria/misc,252
3001,Albuliformes,Gobiesociformes,252
3002,Albuliformes,Blenniiformes,252
3003,Albuliformes,Cichliformes,252
3004,Albuliformes,Beloniformes,252
3005,Albuliformes,Atheriniformes,252
3006,Albuliformes,Cyprinodontiformes,252
3007,Albuliformes,Perciformes/Percoidei,252
3008,Albuliformes,Perciformes/Zoarcoidei,252
3009,Albuliformes,Perciformes/Bembropoidei,252
3010,Albuliformes,Perciformes/Percophoidei,252
3011,Albuliformes,Perciformes/Notothenioidei,252
3012,Albuliformes,Perciformes/Uranoscopoidei,252
3013,Albuliformes,Perciformes/Serranoidei,252
3014,Albuliformes,Perciformes/Scorpaenoidei,252
3015,Albuliformes,Perciformes/Gasterosteoidei,252
3016,Albuliformes,Perciformes/Cottoidei,252
3017,Albuliformes,Acropomatiformes,252
3018,Albuliformes,Centrarchiformes,252
3019,Albuliformes,Eupercaria/misc,252
3020,Albuliformes,Acanthuriformes,252
3021,Albuliformes,Lophiiformes,252
3022,Albuliformes,Tetraodontiformes,252
3023,Albuliformes,Coelacanthiformes,439
3024,Albuliformes,Ceratodontiformes,439
3025,Notacanthiformes,Myxiniformes,500
3026,Notacanthiformes,Petromyzontiformes,500
3027,Notacanthiformes,Heterodontiformes,457
3028,Notacanthiformes,Orectolobiformes,457
3029,Notacanthiformes,Lamniformes,457
3030,Notacanthiformes,Carcharhiniformes,457
3031,Notacanthiformes,Hexanchiformes,457
3032,Notacanthiformes,Squaliformes,457
3033,Notacanthiformes,Echinorhiniformes,457
3034,Notacanthiformes,Pristiophoriformes,457
3035,Notacanthiformes,Squatiniformes,457
3036,Notacanthiformes,Rajiformes,457
3037,Notacanthiformes,Torpediniformes,457
3038,Notacanthiformes,Rhinopristiformes,457
3039,Notacanthiformes,Myliobatiformes,457
3040,Notacanthiformes,Chimaeriformes,457
3041,Notacanthiformes,Polypteriformes,378
3042,Notacanthiformes,Acipenseriformes,349
3043,Notacanthiformes,Amiiformes,297
3044,Notacanthiformes,Lepisosteiformes,297
3045,Notacanthiformes,Elopiformes,181
3046,Notacanthiformes,Albuliformes,84
3047,Notacanthiformes,Anguilliformes,84
3048,Notacanthiformes,Saccopharyngiformes,84
3049,Notacanthiformes,Hiodontiformes,252
3050,Notacanthiformes,Osteoglossiformes,252
3051,Notacanthiformes,Clupeiformes,252
3052,Notacanthiformes,Alepocephaliformes,252
3053,Notacanthiformes,Gonorynchiformes,252
3054,Notacanthiformes,Cypriniformes,252
3055,Notacanthiformes,Characiformes,252
3056,Notacanthiformes,Gymnotiformes,252
3057,Notacanthiformes,Siluriformes,252
3058,Notacanthiformes,Lepidogalaxiiformes,252
3059,Notacanthiformes,Esociformes,252
3060,Notacanthiformes,Salmoniformes,252
3061,Notacanthiformes,Argentiniformes,252
3062,Notacanthiformes,Galaxiiformes,252
3063,Notacanthiformes,Stomiiformes,252
3064,Notacanthiformes,Osmeriformes,252
3065,Notacanthiformes,Ateleopodiformes,252
3066,Notacanthiformes,Aulopiformes,252
3067,Notacanthiformes,Myctophiformes,252
3068,Notacanthiformes,Polymixiiformes,252
3069,Notacanthiformes,Percopsiformes,252
3070,Notacanthiformes,Zeiformes,252
3071,Notacanthiformes,Stylephoriformes,252
3072,Notacanthiformes,Gadiformes,252
3073,Notacanthiformes,Lampriformes,252
3074,Notacanthiformes,Trachichthyiformes,252
3075,Notacanthiformes,Beryciformes,252
3076,Notacanthiformes,Holocentriformes,252
3077,Notacanthiformes,Ophidiiformes,252
3078,Notacanthiformes,Batrachoidiformes,252
3079,Notacanthiformes,Kurtiformes,252
3080,Notacanthiformes,Gobiiformes,252
3081,Notacanthiformes,Scombriformes,252
3082,Notacanthiformes,Syngnathiformes,252
3083,Notacanthiformes,Dactylopteriformes,252
3084,Notacanthiformes,Callionymiformes,252
3085,Notacanthiformes,Mulliformes,252
3086,Notacanthiformes,Synbranchiformes,252
3087,Notacanthiformes,Anabantiformes,252
3088,Notacanthiformes,Carangaria/misc,252
3089,Notacanthiformes,Carangiformes,252
3090,Notacanthiformes,Pleuronectiformes,252
3091,Notacanthiformes,Mugiliformes,252
3092,Notacanthiformes,Ovalentaria/misc,252
3093,Notacanthiformes,Gobiesociformes,252
3094,Notacanthiformes,Blenniiformes,252
3095,Notacanthiformes,Cichliformes,252
3096,Notacanthiformes,Beloniformes,252
3097,Notacanthiformes,Atheriniformes,252
3098,Notacanthiformes,Cyprinodontiformes,252
3099,Notacanthiformes,Perciformes/Percoidei,252
3100,Notacanthiformes,Perciformes/Zoarcoidei,252
3101,Notacanthiformes,Perciformes/Bembropoidei,252
3102,Notacanthiformes,Perciformes/Percophoidei,252
3103,Notacanthiformes,Perciformes/Notothenioidei,252
3104,Notacanthiformes,Perciformes/Uranoscopoidei,252
3105,Notacanthiformes,Perciformes/Serranoidei,252
3106,Notacanthiformes,Perciformes/Scorpaenoidei,252
3107,Notacanthiformes,Perciformes/Gasterosteoidei,252
3108,Notacanthiformes,Perciformes/Cottoidei,252
3109,Notacanthiformes,Acropomatiformes,252
3110,Notacanthiformes,Centrarchiformes,252
3111,Notacanthiformes,Eupercaria/misc,252
3112,Notacanthiformes,Acanthuriformes,252
3113,Notacanthiformes,Lophiiformes,252
3114,Notacanthiformes,Tetraodontiformes,252
3115,Notacanthiformes,Coelacanthiformes,439
3116,Notacanthiformes,Ceratodontiformes,439
3117,Anguilliformes,Myxiniformes,500
3118,Anguilliformes,Petromyzontiformes,500
3119,Anguilliformes,Heterodontiformes,457
3120,Anguilliformes,Orectolobiformes,457
3121,Anguilliformes,Lamniformes,457
3122,Anguilliformes,Carcharhiniformes,457
3123,Anguilliformes,Hexanchiformes,457
3124,Anguilliformes,Squaliformes,457
3125,Anguilliformes,Echinorhiniformes,457
3126,Anguilliformes,Pristiophoriformes,457
3127,Anguilliformes,Squatiniformes,457
3128,Anguilliformes,Rajiformes,457
3129,Anguilliformes,Torpediniformes,457
3130,Anguilliformes,Rhinopristiformes,457
3131,Anguilliformes,Myliobatiformes,457
3132,Anguilliformes,Chimaeriformes,457
3133,Anguilliformes,Polypteriformes,378
3134,Anguilliformes,Acipenseriformes,349
3135,Anguilliformes,Amiiformes,297
3136,Anguilliformes,Lepisosteiformes,297
3137,Anguilliformes,Elopiformes,181
3138,Anguilliformes,Albuliformes,84
3139,Anguilliformes,Notacanthiformes,84
3140,Anguilliformes,Saccopharyngiformes,84
3141,Anguilliformes,Hiodontiformes,252
3142,Anguilliformes,Osteoglossiformes,252
3143,Anguilliformes,Clupeiformes,252
3144,Anguilliformes,Alepocephaliformes,252
3145,Anguilliformes,Gonorynchiformes,252
3146,Anguilliformes,Cypriniformes,252
3147,Anguilliformes,Characiformes,252
3148,Anguilliformes,Gymnotiformes,252
3149,Anguilliformes,Siluriformes,252
3150,Anguilliformes,Lepidogalaxiiformes,252
3151,Anguilliformes,Esociformes,252
3152,Anguilliformes,Salmoniformes,252
3153,Anguilliformes,Argentiniformes,252
3154,Anguilliformes,Galaxiiformes,252
3155,Anguilliformes,Stomiiformes,252
3156,Anguilliformes,Osmeriformes,252
3157,Anguilliformes,Ateleopodiformes,252
3158,Anguilliformes,Aulopiformes,252
3159,Anguilliformes,Myctophiformes,252
3160,Anguilliformes,Polymixiiformes,252
3161,Anguilliformes,Percopsiformes,252
3162,Anguilliformes,Zeiformes,252
3163,Anguilliformes,Stylephoriformes,252
3164,Anguilliformes,Gadiformes,252
3165,Anguilliformes,Lampriformes,252
3166,Anguilliformes,Trachichthyiformes,252
3167,Anguilliformes,Beryciformes,252
3168,Anguilliformes,Holocentriformes,252
3169,Anguilliformes,Ophidiiformes,252
3170,Anguilliformes,Batrachoidiformes,252
3171,Anguilliformes,Kurtiformes,252
3172,Anguilliformes,Gobiiformes,252
3173,Anguilliformes,Scombriformes,252
3174,Anguilliformes,Syngnathiformes,252
3175,Anguilliformes,Dactylopteriformes,252
3176,Anguilliformes,Callionymiformes,252
3177,Anguilliformes,Mulliformes,252
3178,Anguilliformes,Synbranchiformes,252
3179,Anguilliformes,Anabantiformes,252
3180,Anguilliformes,Carangaria/misc,252
3181,Anguilliformes,Carangiformes,252
3182,Anguilliformes,Pleuronectiformes,252
3183,Anguilliformes,Mugiliformes,252
3184,Anguilliformes,Ovalentaria/misc,252
3185,Anguilliformes,Gobiesociformes,252
3186,Anguilliformes,Blenniiformes,252
3187,Anguilliformes,Cichliformes,252
3188,Anguilliformes,Beloniformes,252
3189,Anguilliformes,Atheriniformes,252
3190,Anguilliformes,Cyprinodontiformes,252
3191,Anguilliformes,Perciformes/Percoidei,252
3192,Anguilliformes,Perciformes/Zoarcoidei,252
3193,Anguilliformes,Perciformes/Bembropoidei,252
3194,Anguilliformes,Perciformes/Percophoidei,252
3195,Anguilliformes,Perciformes/Notothenioidei,252
3196,Anguilliformes,Perciformes/Uranoscopoidei,252
3197,Anguilliformes,Perciformes/Serranoidei,252
3198,Anguilliformes,Perciformes/Scorpaenoidei,252
3199,Anguilliformes,Perciformes/Gasterosteoidei,252
3200,Anguilliformes,Perciformes/Cottoidei,252
3201,Anguilliformes,Acropomatiformes,252
3202,Anguilliformes,Centrarchiformes,252
3203,Anguilliformes,Eupercaria/misc,252
3204,Anguilliformes,Acanthuriformes,252
3205,Anguilliformes,Lophiiformes,252
3206,Anguilliformes,Tetraodontiformes,252
3207,Anguilliformes,Coelacanthiformes,439
3208,Anguilliformes,Ceratodontiformes,439
3209,Saccopharyngiformes,Myxiniformes,500
3210,Saccopharyngiformes,Petromyzontiformes,500
3211,Saccopharyngiformes,Heterodontiformes,457
3212,Saccopharyngiformes,Orectolobiformes,457
3213,Saccopharyngiformes,Lamniformes,457
3214,Saccopharyngiformes,Carcharhiniformes,457
3215,Saccopharyngiformes,Hexanchiformes,457
3216,Saccopharyngiformes,Squaliformes,457
3217,Saccopharyngiformes,Echinorhiniformes,457
3218,Saccopharyngiformes,Pristiophoriformes,457
3219,Saccopharyngiformes,Squatiniformes,457
3220,Saccopharyngiformes,Rajiformes,457
3221,Saccopharyngiformes,Torpediniformes,457
3222,Saccopharyngiformes,Rhinopristiformes,457
3223,Saccopharyngiformes,Myliobatiformes,457
3224,Saccopharyngiformes,Chimaeriformes,457
3225,Saccopharyngiformes,Polypteriformes,378
3226,Saccopharyngiformes,Acipenseriformes,349
3227,Saccopharyngiformes,Amiiformes,297
3228,Saccopharyngiformes,Lepisosteiformes,297
3229,Saccopharyngiformes,Elopiformes,252
3230,Saccopharyngiformes,Albuliformes,84
3231,Saccopharyngiformes,Notacanthiformes,84
3232,Saccopharyngiformes,Anguilliformes,84
3233,Saccopharyngiformes,Hiodontiformes,252
3234,Saccopharyngiformes,Osteoglossiformes,252
3235,Saccopharyngiformes,Clupeiformes,252
3236,Saccopharyngiformes,Alepocephaliformes,252
3237,Saccopharyngiformes,Gonorynchiformes,252
3238,Saccopharyngiformes,Cypriniformes,252
3239,Saccopharyngiformes,Characiformes,252
3240,Saccopharyngiformes,Gymnotiformes,252
3241,Saccopharyngiformes,Siluriformes,252
3242,Saccopharyngiformes,Lepidogalaxiiformes,252
3243,Saccopharyngiformes,Esociformes,252
3244,Saccopharyngiformes,Salmoniformes,252
3245,Saccopharyngiformes,Argentiniformes,252
3246,Saccopharyngiformes,Galaxiiformes,252
3247,Saccopharyngiformes,Stomiiformes,252
3248,Saccopharyngiformes,Osmeriformes,252
3249,Saccopharyngiformes,Ateleopodiformes,252
3250,Saccopharyngiformes,Aulopiformes,252
3251,Saccopharyngiformes,Myctophiformes,252
3252,Saccopharyngiformes,Polymixiiformes,252
3253,Saccopharyngiformes,Percopsiformes,252
3254,Saccopharyngiformes,Zeiformes,252
3255,Saccopharyngiformes,Stylephoriformes,252
3256,Saccopharyngiformes,Gadiformes,252
3257,Saccopharyngiformes,Lampriformes,252
3258,Saccopharyngiformes,Trachichthyiformes,252
3259,Saccopharyngiformes,Beryciformes,252
3260,Saccopharyngiformes,Holocentriformes,252
3261,Saccopharyngiformes,Ophidiiformes,252
3262,Saccopharyngiformes,Batrachoidiformes,252
3263,Saccopharyngiformes,Kurtiformes,252
3264,Saccopharyngiformes,Gobiiformes,252
3265,Saccopharyngiformes,Scombriformes,252
3266,Saccopharyngiformes,Syngnathiformes,252
3267,Saccopharyngiformes,Dactylopteriformes,252
3268,Saccopharyngiformes,Callionymiformes,252
3269,Saccopharyngiformes,Mulliformes,252
3270,Saccopharyngiformes,Synbranchiformes,252
3271,Saccopharyngiformes,Anabantiformes,252
3272,Saccopharyngiformes,Carangaria/misc,252
3273,Saccopharyngiformes,Carangiformes,252
3274,Saccopharyngiformes,Pleuronectiformes,252
3275,Saccopharyngiformes,Mugiliformes,252
3276,Saccopharyngiformes,Ovalentaria/misc,252
3277,Saccopharyngiformes,Gobiesociformes,252
3278,Saccopharyngiformes,Blenniiformes,252
3279,Saccopharyngiformes,Cichliformes,252
3280,Saccopharyngiformes,Beloniformes,252
3281,Saccopharyngiformes,Atheriniformes,252
3282,Saccopharyngiformes,Cyprinodontiformes,252
3283,Saccopharyngiformes,Perciformes/Percoidei,252
3284,Saccopharyngiformes,Perciformes/Zoarcoidei,252
3285,Saccopharyngiformes,Perciformes/Bembropoidei,252
3286,Saccopharyngiformes,Perciformes/Percophoidei,252
3287,Saccopharyngiformes,Perciformes/Notothenioidei,252
3288,Saccopharyngiformes,Perciformes/Uranoscopoidei,252
3289,Saccopharyngiformes,Perciformes/Serranoidei,252
3290,Saccopharyngiformes,Perciformes/Scorpaenoidei,252
3291,Saccopharyngiformes,Perciformes/Gasterosteoidei,252
3292,Saccopharyngiformes,Perciformes/Cottoidei,252
3293,Saccopharyngiformes,Acropomatiformes,252
3294,Saccopharyngiformes,Centrarchiformes,252
3295,Saccopharyngiformes,Eupercaria/misc,252
3296,Saccopharyngiformes,Acanthuriformes,252
3297,Saccopharyngiformes,Lophiiformes,252
3298,Saccopharyngiformes,Tetraodontiformes,252
3299,Saccopharyngiformes,Coelacanthiformes,439
3300,Saccopharyngiformes,Ceratodontiformes,439
3301,Hiodontiformes,Myxiniformes,500
3302,Hiodontiformes,Petromyzontiformes,500
3303,Hiodontiformes,Heterodontiformes,457
3304,Hiodontiformes,Orectolobiformes,457
3305,Hiodontiformes,Lamniformes,457
3306,Hiodontiformes,Carcharhiniformes,457
3307,Hiodontiformes,Hexanchiformes,457
3308,Hiodontiformes,Squaliformes,457
3309,Hiodontiformes,Echinorhiniformes,457
3310,Hiodontiformes,Pristiophoriformes,457
3311,Hiodontiformes,Squatiniformes,457
3312,Hiodontiformes,Rajiformes,457
3313,Hiodontiformes,Torpediniformes,457
3314,Hiodontiformes,Rhinopristiformes,457
3315,Hiodontiformes,Myliobatiformes,457
3316,Hiodontiformes,Chimaeriformes,457
3317,Hiodontiformes,Polypteriformes,378
3318,Hiodontiformes,Acipenseriformes,349
3319,Hiodontiformes,Amiiformes,297
3320,Hiodontiformes,Lepisosteiformes,297
3321,Hiodontiformes,Elopiformes,252
3322,Hiodontiformes,Albuliformes,252
3323,Hiodontiformes,Notacanthiformes,252
3324,Hiodontiformes,Anguilliformes,252
3325,Hiodontiformes,Saccopharyngiformes,252
3326,Hiodontiformes,Osteoglossiformes,188
3327,Hiodontiformes,Clupeiformes,223
3328,Hiodontiformes,Alepocephaliformes,223
3329,Hiodontiformes,Gonorynchiformes,223
3330,Hiodontiformes,Cypriniformes,223
3331,Hiodontiformes,Characiformes,223
3332,Hiodontiformes,Gymnotiformes,223
3333,Hiodontiformes,Siluriformes,223
3334,Hiodontiformes,Lepidogalaxiiformes,223
3335,Hiodontiformes,Esociformes,223
3336,Hiodontiformes,Salmoniformes,223
3337,Hiodontiformes,Argentiniformes,223
3338,Hiodontiformes,Galaxiiformes,223
3339,Hiodontiformes,Stomiiformes,223
3340,Hiodontiformes,Osmeriformes,223
3341,Hiodontiformes,Ateleopodiformes,223
3342,Hiodontiformes,Aulopiformes,223
3343,Hiodontiformes,Myctophiformes,223
3344,Hiodontiformes,Polymixiiformes,223
3345,Hiodontiformes,Percopsiformes,223
3346,Hiodontiformes,Zeiformes,223
3347,Hiodontiformes,Stylephoriformes,223
3348,Hiodontiformes,Gadiformes,223
3349,Hiodontiformes,Lampriformes,223
3350,Hiodontiformes,Trachichthyiformes,223
3351,Hiodontiformes,Beryciformes,223
3352,Hiodontiformes,Holocentriformes,223
3353,Hiodontiformes,Ophidiiformes,223
3354,Hiodontiformes,Batrachoidiformes,223
3355,Hiodontiformes,Kurtiformes,223
3356,Hiodontiformes,Gobiiformes,223
3357,Hiodontiformes,Scombriformes,223
3358,Hiodontiformes,Syngnathiformes,223
3359,Hiodontiformes,Dactylopteriformes,223
3360,Hiodontiformes,Callionymiformes,223
3361,Hiodontiformes,Mulliformes,223
3362,Hiodontiformes,Synbranchiformes,223
3363,Hiodontiformes,Anabantiformes,223
3364,Hiodontiformes,Carangaria/misc,223
3365,Hiodontiformes,Carangiformes,223
3366,Hiodontiformes,Pleuronectiformes,223
3367,Hiodontiformes,Mugiliformes,223
3368,Hiodontiformes,Ovalentaria/misc,223
3369,Hiodontiformes,Gobiesociformes,223
3370,Hiodontiformes,Blenniiformes,223
3371,Hiodontiformes,Cichliformes,223
3372,Hiodontiformes,Beloniformes,223
3373,Hiodontiformes,Atheriniformes,223
3374,Hiodontiformes,Cyprinodontiformes,223
3375,Hiodontiformes,Perciformes/Percoidei,223
3376,Hiodontiformes,Perciformes/Zoarcoidei,223
3377,Hiodontiformes,Perciformes/Bembropoidei,223
3378,Hiodontiformes,Perciformes/Percophoidei,223
3379,Hiodontiformes,Perciformes/Notothenioidei,223
3380,Hiodontiformes,Perciformes/Uranoscopoidei,223
3381,Hiodontiformes,Perciformes/Serranoidei,223
3382,Hiodontiformes,Perciformes/Scorpaenoidei,223
3383,Hiodontiformes,Perciformes/Gasterosteoidei,223
3384,Hiodontiformes,Perciformes/Cottoidei,223
3385,Hiodontiformes,Acropomatiformes,223
3386,Hiodontiformes,Centrarchiformes,223
3387,Hiodontiformes,Eupercaria/misc,223
3388,Hiodontiformes,Acanthuriformes,223
3389,Hiodontiformes,Lophiiformes,223
3390,Hiodontiformes,Tetraodontiformes,223
3391,Hiodontiformes,Coelacanthiformes,439
3392,Hiodontiformes,Ceratodontiformes,439
3393,Osteoglossiformes,Myxiniformes,500
3394,Osteoglossiformes,Petromyzontiformes,500
3395,Osteoglossiformes,Heterodontiformes,457
3396,Osteoglossiformes,Orectolobiformes,457
3397,Osteoglossiformes,Lamniformes,457
3398,Osteoglossiformes,Carcharhiniformes,457
3399,Osteoglossiformes,Hexanchiformes,457
3400,Osteoglossiformes,Squaliformes,457
3401,Osteoglossiformes,Echinorhiniformes,457
3402,Osteoglossiformes,Pristiophoriformes,457
3403,Osteoglossiformes,Squatiniformes,457
3404,Osteoglossiformes,Rajiformes,457
3405,Osteoglossiformes,Torpediniformes,457
3406,Osteoglossiformes,Rhinopristiformes,457
3407,Osteoglossiformes,Myliobatiformes,457
3408,Osteoglossiformes,Chimaeriformes,457
3409,Osteoglossiformes,Polypteriformes,378
3410,Osteoglossiformes,Acipenseriformes,349
3411,Osteoglossiformes,Amiiformes,297
3412,Osteoglossiformes,Lepisosteiformes,297
3413,Osteoglossiformes,Elopiformes,252
3414,Osteoglossiformes,Albuliformes,252
3415,Osteoglossiformes,Notacanthiformes,252
3416,Osteoglossiformes,Anguilliformes,252
3417,Osteoglossiformes,Saccopharyngiformes,252
3418,Osteoglossiformes,Hiodontiformes,188
3419,Osteoglossiformes,Clupeiformes,223
3420,Osteoglossiformes,Alepocephaliformes,223
3421,Osteoglossiformes,Gonorynchiformes,223
3422,Osteoglossiformes,Cypriniformes,223
3423,Osteoglossiformes,Characiformes,223
3424,Osteoglossiformes,Gymnotiformes,223
3425,Osteoglossiformes,Siluriformes,223
3426,Osteoglossiformes,Lepidogalaxiiformes,223
3427,Osteoglossiformes,Esociformes,223
3428,Osteoglossiformes,Salmoniformes,223
3429,Osteoglossiformes,Argentiniformes,223
3430,Osteoglossiformes,Galaxiiformes,223
3431,Osteoglossiformes,Stomiiformes,223
3432,Osteoglossiformes,Osmeriformes,223
3433,Osteoglossiformes,Ateleopodiformes,223
3434,Osteoglossiformes,Aulopiformes,223
3435,Osteoglossiformes,Myctophiformes,223
3436,Osteoglossiformes,Polymixiiformes,223
3437,Osteoglossiformes,Percopsiformes,223
3438,Osteoglossiformes,Zeiformes,223
3439,Osteoglossiformes,Stylephoriformes,223
3440,Osteoglossiformes,Gadiformes,223
3441,Osteoglossiformes,Lampriformes,223
3442,Osteoglossiformes,Trachichthyiformes,223
3443,Osteoglossiformes,Beryciformes,223
3444,Osteoglossiformes,Holocentriformes,223
3445,Osteoglossiformes,Ophidiiformes,223
3446,Osteoglossiformes,Batrachoidiformes,223
3447,Osteoglossiformes,Kurtiformes,223
3448,Osteoglossiformes,Gobiiformes,223
3449,Osteoglossiformes,Scombriformes,223
3450,Osteoglossiformes,Syngnathiformes,223
3451,Osteoglossiformes,Dactylopteriformes,223
3452,Osteoglossiformes,Callionymiformes,223
3453,Osteoglossiformes,Mulliformes,223
3454,Osteoglossiformes,Synbranchiformes,223
3455,Osteoglossiformes,Anabantiformes,223
3456,Osteoglossiformes,Carangaria/misc,223
3457,Osteoglossiformes,Carangiformes,223
3458,Osteoglossiformes,Pleuronectiformes,223
3459,Osteoglossiformes,Mugiliformes,223
3460,Osteoglossiformes,Ovalentaria/misc,223
3461,Osteoglossiformes,Gobiesociformes,223
3462,Osteoglossiformes,Blenniiformes,223
3463,Osteoglossiformes,Cichliformes,223
3464,Osteoglossiformes,Beloniformes,223
3465,Osteoglossiformes,Atheriniformes,223
3466,Osteoglossiformes,Cyprinodontiformes,223
3467,Osteoglossiformes,Perciformes/Percoidei,223
3468,Osteoglossiformes,Perciformes/Zoarcoidei,223
3469,Osteoglossiformes,Perciformes/Bembropoidei,223
3470,Osteoglossiformes,Perciformes/Percophoidei,223
3471,Osteoglossiformes,Perciformes/Notothenioidei,223
3472,Osteoglossiformes,Perciformes/Uranoscopoidei,223
3473,Osteoglossiformes,Perciformes/Serranoidei,223
3474,Osteoglossiformes,Perciformes/Scorpaenoidei,223
3475,Osteoglossiformes,Perciformes/Gasterosteoidei,223
3476,Osteoglossiformes,Perciformes/Cottoidei,223
3477,Osteoglossiformes,Acropomatiformes,223
3478,Osteoglossiformes,Centrarchiformes,223
3479,Osteoglossiformes,Eupercaria/misc,223
3480,Osteoglossiformes,Acanthuriformes,223
3481,Osteoglossiformes,Lophiiformes,223
3482,Osteoglossiformes,Tetraodontiformes,223
3483,Osteoglossiformes,Coelacanthiformes,439
3484,Osteoglossiformes,Ceratodontiformes,439
3485,Clupeiformes,Myxiniformes,500
3486,Clupeiformes,Petromyzontiformes,500
3487,Clupeiformes,Heterodontiformes,457
3488,Clupeiformes,Orectolobiformes,457
3489,Clupeiformes,Lamniformes,457
3490,Clupeiformes,Carcharhiniformes,457
3491,Clupeiformes,Hexanchiformes,457
3492,Clupeiformes,Squaliformes,457
3493,Clupeiformes,Echinorhiniformes,457
3494,Clupeiformes,Pristiophoriformes,457
3495,Clupeiformes,Squatiniformes,457
3496,Clupeiformes,Rajiformes,457
3497,Clupeiformes,Torpediniformes,457
3498,Clupeiformes,Rhinopristiformes,457
3499,Clupeiformes,Myliobatiformes,457
3500,Clupeiformes,Chimaeriformes,457
3501,Clupeiformes,Polypteriformes,378
3502,Clupeiformes,Acipenseriformes,349
3503,Clupeiformes,Amiiformes,297
3504,Clupeiformes,Lepisosteiformes,297
3505,Clupeiformes,Elopiformes,252
3506,Clupeiformes,Albuliformes,252
3507,Clupeiformes,Notacanthiformes,252
3508,Clupeiformes,Anguilliformes,252
3509,Clupeiformes,Saccopharyngiformes,252
3510,Clupeiformes,Hiodontiformes,223
3511,Clupeiformes,Osteoglossiformes,223
3512,Clupeiformes,Alepocephaliformes,193
3513,Clupeiformes,Gonorynchiformes,193
3514,Clupeiformes,Cypriniformes,193
3515,Clupeiformes,Characiformes,193
3516,Clupeiformes,Gymnotiformes,193
3517,Clupeiformes,Siluriformes,193
3518,Clupeiformes,Lepidogalaxiiformes,223
3519,Clupeiformes,Esociformes,223
3520,Clupeiformes,Salmoniformes,223
3521,Clupeiformes,Argentiniformes,223
3522,Clupeiformes,Galaxiiformes,223
3523,Clupeiformes,Stomiiformes,223
3524,Clupeiformes,Osmeriformes,223
3525,Clupeiformes,Ateleopodiformes,223
3526,Clupeiformes,Aulopiformes,223
3527,Clupeiformes,Myctophiformes,223
3528,Clupeiformes,Polymixiiformes,223
3529,Clupeiformes,Percopsiformes,223
3530,Clupeiformes,Zeiformes,223
3531,Clupeiformes,Stylephoriformes,223
3532,Clupeiformes,Gadiformes,223
3533,Clupeiformes,Lampriformes,223
3534,Clupeiformes,Trachichthyiformes,223
3535,Clupeiformes,Beryciformes,223
3536,Clupeiformes,Holocentriformes,223
3537,Clupeiformes,Ophidiiformes,223
3538,Clupeiformes,Batrachoidiformes,223
3539,Clupeiformes,Kurtiformes,223
3540,Clupeiformes,Gobiiformes,223
3541,Clupeiformes,Scombriformes,223
3542,Clupeiformes,Syngnathiformes,223
3543,Clupeiformes,Dactylopteriformes,223
3544,Clupeiformes,Callionymiformes,223
3545,Clupeiformes,Mulliformes,223
3546,Clupeiformes,Synbranchiformes,223
3547,Clupeiformes,Anabantiformes,223
3548,Clupeiformes,Carangaria/misc,223
3549,Clupeiformes,Carangiformes,223
3550,Clupeiformes,Pleuronectiformes,223
3551,Clupeiformes,Mugiliformes,223
3552,Clupeiformes,Ovalentaria/misc,223
3553,Clupeiformes,Gobiesociformes,223
3554,Clupeiformes,Blenniiformes,223
3555,Clupeiformes,Cichliformes,223
3556,Clupeiformes,Beloniformes,223
3557,Clupeiformes,Atheriniformes,223
3558,Clupeiformes,Cyprinodontiformes,223
3559,Clupeiformes,Perciformes/Percoidei,223
3560,Clupeiformes,Perciformes/Zoarcoidei,223
3561,Clupeiformes,Perciformes/Bembropoidei,223
3562,Clupeiformes,Perciformes/Percophoidei,223
3563,Clupeiformes,Perciformes/Notothenioidei,223
3564,Clupeiformes,Perciformes/Uranoscopoidei,223
3565,Clupeiformes,Perciformes/Serranoidei,223
3566,Clupeiformes,Perciformes/Scorpaenoidei,223
3567,Clupeiformes,Perciformes/Gasterosteoidei,223
3568,Clupeiformes,Perciformes/Cottoidei,223
3569,Clupeiformes,Acropomatiformes,223
3570,Clupeiformes,Centrarchiformes,223
3571,Clupeiformes,Eupercaria/misc,223
3572,Clupeiformes,Acanthuriformes,223
3573,Clupeiformes,Lophiiformes,223
3574,Clupeiformes,Tetraodontiformes,223
3575,Clupeiformes,Coelacanthiformes,439
3576,Clupeiformes,Ceratodontiformes,439
3577,Alepocephaliformes,Myxiniformes,500
3578,Alepocephaliformes,Petromyzontiformes,500
3579,Alepocephaliformes,Heterodontiformes,457
3580,Alepocephaliformes,Orectolobiformes,457
3581,Alepocephaliformes,Lamniformes,457
3582,Alepocephaliformes,Carcharhiniformes,457
3583,Alepocephaliformes,Hexanchiformes,457
3584,Alepocephaliformes,Squaliformes,457
3585,Alepocephaliformes,Echinorhiniformes,457
3586,Alepocephaliformes,Pristiophoriformes,457
3587,Alepocephaliformes,Squatiniformes,457
3588,Alepocephaliformes,Rajiformes,457
3589,Alepocephaliformes,Torpediniformes,457
3590,Alepocephaliformes,Rhinopristiformes,457
3591,Alepocephaliformes,Myliobatiformes,457
3592,Alepocephaliformes,Chimaeriformes,457
3593,Alepocephaliformes,Polypteriformes,378
3594,Alepocephaliformes,Acipenseriformes,349
3595,Alepocephaliformes,Amiiformes,297
