AutoCtr,Order,OtherOrders,CommonAncestor
4942,Aulopiformes,Perciformes/Percophoidei,158
4943,Aulopiformes,Perciformes/Notothenioidei,158
4944,Aulopiformes,Perciformes/Uranoscopoidei,158
4945,Aulopiformes,Perciformes/Serranoidei,158
4946,Aulopiformes,Perciformes/Scorpaenoidei,158
4947,Aulopiformes,Perciformes/Gasterosteoidei,158
4948,Aulopiformes,Perciformes/Cottoidei,158
4949,Aulopiformes,Acropomatiformes,158
4950,Aulopiformes,Centrarchiformes,158
4951,Aulopiformes,Eupercaria/misc,158
4952,Aulopiformes,Acanthuriformes,158
4953,Aulopiformes,Lophiiformes,158
4954,Aulopiformes,Tetraodontiformes,158
4955,Aulopiformes,Coelacanthiformes,439
4956,Aulopiformes,Ceratodontiformes,439
4957,Myctophiformes,Myxiniformes,500
4958,Myctophiformes,Petromyzontiformes,500
4959,Myctophiformes,Heterodontiformes,457
4960,Myctophiformes,Orectolobiformes,457
4961,Myctophiformes,Lamniformes,457
4962,Myctophiformes,Carcharhiniformes,457
4963,Myctophiformes,Hexanchiformes,457
4964,Myctophiformes,Squaliformes,457
4965,Myctophiformes,Echinorhiniformes,457
4966,Myctophiformes,Pristiophoriformes,457
4967,Myctophiformes,Squatiniformes,457
4968,Myctophiformes,Rajiformes,457
4969,Myctophiformes,Torpediniformes,457
4970,Myctophiformes,Rhinopristiformes,457
4971,Myctophiformes,Myliobatiformes,457
4972,Myctophiformes,Chimaeriformes,457
4973,Myctophiformes,Polypteriformes,378
4974,Myctophiformes,Acipenseriformes,349
4975,Myctophiformes,Amiiformes,297
4976,Myctophiformes,Lepisosteiformes,297
4977,Myctophiformes,Elopiformes,252
4978,Myctophiformes,Albuliformes,252
4979,Myctophiformes,Notacanthiformes,252
4980,Myctophiformes,Anguilliformes,252
4981,Myctophiformes,Saccopharyngiformes,252
4982,Myctophiformes,Hiodontiformes,223
4983,Myctophiformes,Osteoglossiformes,223
4984,Myctophiformes,Clupeiformes,223
4985,Myctophiformes,Alepocephaliformes,223
4986,Myctophiformes,Gonorynchiformes,223
4987,Myctophiformes,Cypriniformes,223
4988,Myctophiformes,Characiformes,223
4989,Myctophiformes,Gymnotiformes,223
4990,Myctophiformes,Siluriformes,223
4991,Myctophiformes,Lepidogalaxiiformes,209
4992,Myctophiformes,Esociformes,186
4993,Myctophiformes,Salmoniformes,186
4994,Myctophiformes,Argentiniformes,178
4995,Myctophiformes,Galaxiiformes,178
4996,Myctophiformes,Stomiiformes,178
4997,Myctophiformes,Osmeriformes,178
4998,Myctophiformes,Ateleopodiformes,159
4999,Myctophiformes,Aulopiformes,158
5000,Myctophiformes,Polymixiiformes,148
5001,Myctophiformes,Percopsiformes,148
5002,Myctophiformes,Zeiformes,148
5003,Myctophiformes,Stylephoriformes,148
5004,Myctophiformes,Gadiformes,148
5005,Myctophiformes,Lampriformes,148
5006,Myctophiformes,Trachichthyiformes,148
5007,Myctophiformes,Beryciformes,148
5008,Myctophiformes,Holocentriformes,148
5009,Myctophiformes,Ophidiiformes,148
5010,Myctophiformes,Batrachoidiformes,148
5011,Myctophiformes,Kurtiformes,148
5012,Myctophiformes,Gobiiformes,148
5013,Myctophiformes,Scombriformes,148
5014,Myctophiformes,Syngnathiformes,148
5015,Myctophiformes,Dactylopteriformes,148
5016,Myctophiformes,Callionymiformes,148
5017,Myctophiformes,Mulliformes,148
5018,Myctophiformes,Synbranchiformes,148
5019,Myctophiformes,Anabantiformes,148
5020,Myctophiformes,Carangaria/misc,148
5021,Myctophiformes,Carangiformes,148
5022,Myctophiformes,Pleuronectiformes,148
5023,Myctophiformes,Mugiliformes,148
5024,Myctophiformes,Ovalentaria/misc,148
5025,Myctophiformes,Gobiesociformes,148
5026,Myctophiformes,Blenniiformes,148
5027,Myctophiformes,Cichliformes,148
5028,Myctophiformes,Beloniformes,148
5029,Myctophiformes,Atheriniformes,148
5030,Myctophiformes,Cyprinodontiformes,148
5031,Myctophiformes,Perciformes/Percoidei,148
5032,Myctophiformes,Perciformes/Zoarcoidei,148
5033,Myctophiformes,Perciformes/Bembropoidei,148
5034,Myctophiformes,Perciformes/Percophoidei,148
5035,Myctophiformes,Perciformes/Notothenioidei,148
5036,Myctophiformes,Perciformes/Uranoscopoidei,148
5037,Myctophiformes,Perciformes/Serranoidei,148
5038,Myctophiformes,Perciformes/Scorpaenoidei,148
5039,Myctophiformes,Perciformes/Gasterosteoidei,148
5040,Myctophiformes,Perciformes/Cottoidei,148
5041,Myctophiformes,Acropomatiformes,148
5042,Myctophiformes,Centrarchiformes,148
5043,Myctophiformes,Eupercaria/misc,148
5044,Myctophiformes,Acanthuriformes,148
5045,Myctophiformes,Lophiiformes,148
5046,Myctophiformes,Tetraodontiformes,148
5047,Myctophiformes,Coelacanthiformes,439
5048,Myctophiformes,Ceratodontiformes,439
5049,Polymixiiformes,Myxiniformes,500
5050,Polymixiiformes,Petromyzontiformes,500
5051,Polymixiiformes,Heterodontiformes,457
5052,Polymixiiformes,Orectolobiformes,457
5053,Polymixiiformes,Lamniformes,457
5054,Polymixiiformes,Carcharhiniformes,457
5055,Polymixiiformes,Hexanchiformes,457
5056,Polymixiiformes,Squaliformes,457
5057,Polymixiiformes,Echinorhiniformes,457
5058,Polymixiiformes,Pristiophoriformes,457
5059,Polymixiiformes,Squatiniformes,457
5060,Polymixiiformes,Rajiformes,457
5061,Polymixiiformes,Torpediniformes,457
5062,Polymixiiformes,Rhinopristiformes,457
5063,Polymixiiformes,Myliobatiformes,457
5064,Polymixiiformes,Chimaeriformes,457
5065,Polymixiiformes,Polypteriformes,378
5066,Polymixiiformes,Acipenseriformes,349
5067,Polymixiiformes,Amiiformes,297
5068,Polymixiiformes,Lepisosteiformes,297
5069,Polymixiiformes,Elopiformes,252
5070,Polymixiiformes,Albuliformes,252
5071,Polymixiiformes,Notacanthiformes,252
5072,Polymixiiformes,Anguilliformes,252
5073,Polymixiiformes,Saccopharyngiformes,252
5074,Polymixiiformes,Hiodontiformes,223
5075,Polymixiiformes,Osteoglossiformes,223
5076,Polymixiiformes,Clupeiformes,223
5077,Polymixiiformes,Alepocephaliformes,223
5078,Polymixiiformes,Gonorynchiformes,223
5079,Polymixiiformes,Cypriniformes,223
5080,Polymixiiformes,Characiformes,223
5081,Polymixiiformes,Gymnotiformes,223
5082,Polymixiiformes,Siluriformes,223
5083,Polymixiiformes,Lepidogalaxiiformes,209
5084,Polymixiiformes,Esociformes,186
5085,Polymixiiformes,Salmoniformes,186
5086,Polymixiiformes,Argentiniformes,178
5087,Polymixiiformes,Galaxiiformes,178
5088,Polymixiiformes,Stomiiformes,178
5089,Polymixiiformes,Osmeriformes,178
5090,Polymixiiformes,Ateleopodiformes,159
5091,Polymixiiformes,Aulopiformes,158
5092,Polymixiiformes,Myctophiformes,148
5093,Polymixiiformes,Percopsiformes,129
5094,Polymixiiformes,Zeiformes,129
5095,Polymixiiformes,Stylephoriformes,129
5096,Polymixiiformes,Gadiformes,129
5097,Polymixiiformes,Lampriformes,143
5098,Polymixiiformes,Trachichthyiformes,143
5099,Polymixiiformes,Beryciformes,143
5100,Polymixiiformes,Holocentriformes,143
5101,Polymixiiformes,Ophidiiformes,143
5102,Polymixiiformes,Batrachoidiformes,143
5103,Polymixiiformes,Kurtiformes,143
5104,Polymixiiformes,Gobiiformes,143
5105,Polymixiiformes,Scombriformes,143
5106,Polymixiiformes,Syngnathiformes,143
5107,Polymixiiformes,Dactylopteriformes,143
5108,Polymixiiformes,Callionymiformes,143
5109,Polymixiiformes,Mulliformes,143
5110,Polymixiiformes,Synbranchiformes,143
5111,Polymixiiformes,Anabantiformes,143
5112,Polymixiiformes,Carangaria/misc,143
5113,Polymixiiformes,Carangiformes,143
5114,Polymixiiformes,Pleuronectiformes,143
5115,Polymixiiformes,Mugiliformes,143
5116,Polymixiiformes,Ovalentaria/misc,143
5117,Polymixiiformes,Gobiesociformes,143
5118,Polymixiiformes,Blenniiformes,143
5119,Polymixiiformes,Cichliformes,143
5120,Polymixiiformes,Beloniformes,143
5121,Polymixiiformes,Atheriniformes,143
5122,Polymixiiformes,Cyprinodontiformes,143
5123,Polymixiiformes,Perciformes/Percoidei,143
5124,Polymixiiformes,Perciformes/Zoarcoidei,143
5125,Polymixiiformes,Perciformes/Bembropoidei,143
5126,Polymixiiformes,Perciformes/Percophoidei,143
5127,Polymixiiformes,Perciformes/Notothenioidei,143
5128,Polymixiiformes,Perciformes/Uranoscopoidei,143
5129,Polymixiiformes,Perciformes/Serranoidei,143
5130,Polymixiiformes,Perciformes/Scorpaenoidei,143
5131,Polymixiiformes,Perciformes/Gasterosteoidei,143
5132,Polymixiiformes,Perciformes/Cottoidei,143
5133,Polymixiiformes,Acropomatiformes,143
5134,Polymixiiformes,Centrarchiformes,143
5135,Polymixiiformes,Eupercaria/misc,143
5136,Polymixiiformes,Acanthuriformes,143
5137,Polymixiiformes,Lophiiformes,143
5138,Polymixiiformes,Tetraodontiformes,143
5139,Polymixiiformes,Coelacanthiformes,439
5140,Polymixiiformes,Ceratodontiformes,439
5141,Percopsiformes,Myxiniformes,500
5142,Percopsiformes,Petromyzontiformes,500
5143,Percopsiformes,Heterodontiformes,457
5144,Percopsiformes,Orectolobiformes,457
5145,Percopsiformes,Lamniformes,457
5146,Percopsiformes,Carcharhiniformes,457
5147,Percopsiformes,Hexanchiformes,457
5148,Percopsiformes,Squaliformes,457
5149,Percopsiformes,Echinorhiniformes,457
5150,Percopsiformes,Pristiophoriformes,457
5151,Percopsiformes,Squatiniformes,457
5152,Percopsiformes,Rajiformes,457
5153,Percopsiformes,Torpediniformes,457
5154,Percopsiformes,Rhinopristiformes,457
5155,Percopsiformes,Myliobatiformes,457
5156,Percopsiformes,Chimaeriformes,457
5157,Percopsiformes,Polypteriformes,378
5158,Percopsiformes,Acipenseriformes,349
5159,Percopsiformes,Amiiformes,297
5160,Percopsiformes,Lepisosteiformes,297
5161,Percopsiformes,Elopiformes,252
5162,Percopsiformes,Albuliformes,252
5163,Percopsiformes,Notacanthiformes,252
5164,Percopsiformes,Anguilliformes,252
5165,Percopsiformes,Saccopharyngiformes,252
5166,Percopsiformes,Hiodontiformes,223
5167,Percopsiformes,Osteoglossiformes,223
5168,Percopsiformes,Clupeiformes,223
5169,Percopsiformes,Alepocephaliformes,223
5170,Percopsiformes,Gonorynchiformes,223
5171,Percopsiformes,Cypriniformes,223
5172,Percopsiformes,Characiformes,223
5173,Percopsiformes,Gymnotiformes,223
5174,Percopsiformes,Siluriformes,223
5175,Percopsiformes,Lepidogalaxiiformes,209
5176,Percopsiformes,Esociformes,186
5177,Percopsiformes,Salmoniformes,186
5178,Percopsiformes,Argentiniformes,178
5179,Percopsiformes,Galaxiiformes,178
5180,Percopsiformes,Stomiiformes,178
5181,Percopsiformes,Osmeriformes,178
5182,Percopsiformes,Ateleopodiformes,159
5183,Percopsiformes,Aulopiformes,158
5184,Percopsiformes,Myctophiformes,148
5185,Percopsiformes,Polymixiiformes,129
5186,Percopsiformes,Zeiformes,123
5187,Percopsiformes,Stylephoriformes,123
5188,Percopsiformes,Gadiformes,123
5189,Percopsiformes,Lampriformes,143
5190,Percopsiformes,Trachichthyiformes,143
5191,Percopsiformes,Beryciformes,143
5192,Percopsiformes,Holocentriformes,143
5193,Percopsiformes,Ophidiiformes,143
5194,Percopsiformes,Batrachoidiformes,143
5195,Percopsiformes,Kurtiformes,143
5196,Percopsiformes,Gobiiformes,143
5197,Percopsiformes,Scombriformes,143
5198,Percopsiformes,Syngnathiformes,143
5199,Percopsiformes,Dactylopteriformes,143
5200,Percopsiformes,Callionymiformes,143
5201,Percopsiformes,Mulliformes,143
5202,Percopsiformes,Synbranchiformes,143
5203,Percopsiformes,Anabantiformes,143
5204,Percopsiformes,Carangaria/misc,143
5205,Percopsiformes,Carangiformes,143
5206,Percopsiformes,Pleuronectiformes,143
5207,Percopsiformes,Mugiliformes,143
5208,Percopsiformes,Ovalentaria/misc,143
5209,Percopsiformes,Gobiesociformes,143
5210,Percopsiformes,Blenniiformes,143
5211,Percopsiformes,Cichliformes,143
5212,Percopsiformes,Beloniformes,143
5213,Percopsiformes,Atheriniformes,143
5214,Percopsiformes,Cyprinodontiformes,143
5215,Percopsiformes,Perciformes/Percoidei,143
5216,Percopsiformes,Perciformes/Zoarcoidei,143
5217,Percopsiformes,Perciformes/Bembropoidei,143
5218,Percopsiformes,Perciformes/Percophoidei,143
5219,Percopsiformes,Perciformes/Notothenioidei,143
5220,Percopsiformes,Perciformes/Uranoscopoidei,143
5221,Percopsiformes,Perciformes/Serranoidei,143
5222,Percopsiformes,Perciformes/Scorpaenoidei,143
5223,Percopsiformes,Perciformes/Gasterosteoidei,143
5224,Percopsiformes,Perciformes/Cottoidei,143
5225,Percopsiformes,Acropomatiformes,143
5226,Percopsiformes,Centrarchiformes,143
5227,Percopsiformes,Eupercaria/misc,143
5228,Percopsiformes,Acanthuriformes,143
5229,Percopsiformes,Lophiiformes,143
5230,Percopsiformes,Tetraodontiformes,143
5231,Percopsiformes,Coelacanthiformes,439
5232,Percopsiformes,Ceratodontiformes,439
5233,Zeiformes,Myxiniformes,500
5234,Zeiformes,Petromyzontiformes,500
5235,Zeiformes,Heterodontiformes,457
5236,Zeiformes,Orectolobiformes,457
5237,Zeiformes,Lamniformes,457
5238,Zeiformes,Carcharhiniformes,457
5239,Zeiformes,Hexanchiformes,457
5240,Zeiformes,Squaliformes,457
5241,Zeiformes,Echinorhiniformes,457
5242,Zeiformes,Pristiophoriformes,457
5243,Zeiformes,Squatiniformes,457
5244,Zeiformes,Rajiformes,457
5245,Zeiformes,Torpediniformes,457
5246,Zeiformes,Rhinopristiformes,457
5247,Zeiformes,Myliobatiformes,457
5248,Zeiformes,Chimaeriformes,457
5249,Zeiformes,Polypteriformes,378
5250,Zeiformes,Acipenseriformes,349
5251,Zeiformes,Amiiformes,297
5252,Zeiformes,Lepisosteiformes,297
5253,Zeiformes,Elopiformes,252
5254,Zeiformes,Albuliformes,252
5255,Zeiformes,Notacanthiformes,252
5256,Zeiformes,Anguilliformes,252
5257,Zeiformes,Saccopharyngiformes,252
5258,Zeiformes,Hiodontiformes,223
5259,Zeiformes,Osteoglossiformes,223
5260,Zeiformes,Clupeiformes,223
5261,Zeiformes,Alepocephaliformes,223
5262,Zeiformes,Gonorynchiformes,223
5263,Zeiformes,Cypriniformes,223
5264,Zeiformes,Characiformes,223
5265,Zeiformes,Gymnotiformes,223
5266,Zeiformes,Siluriformes,223
5267,Zeiformes,Lepidogalaxiiformes,209
5268,Zeiformes,Esociformes,186
5269,Zeiformes,Salmoniformes,186
5270,Zeiformes,Argentiniformes,178
5271,Zeiformes,Galaxiiformes,178
5272,Zeiformes,Stomiiformes,178
5273,Zeiformes,Osmeriformes,178
5274,Zeiformes,Ateleopodiformes,159
5275,Zeiformes,Aulopiformes,158
5276,Zeiformes,Myctophiformes,148
5277,Zeiformes,Polymixiiformes,129
5278,Zeiformes,Percopsiformes,123
5279,Zeiformes,Stylephoriformes,83
5280,Zeiformes,Gadiformes,83
5281,Zeiformes,Lampriformes,143
5282,Zeiformes,Trachichthyiformes,143
5283,Zeiformes,Beryciformes,143
5284,Zeiformes,Holocentriformes,143
5285,Zeiformes,Ophidiiformes,143
5286,Zeiformes,Batrachoidiformes,143
5287,Zeiformes,Kurtiformes,143
5288,Zeiformes,Gobiiformes,143
5289,Zeiformes,Scombriformes,143
5290,Zeiformes,Syngnathiformes,143
5291,Zeiformes,Dactylopteriformes,143
5292,Zeiformes,Callionymiformes,143
5293,Zeiformes,Mulliformes,143
5294,Zeiformes,Synbranchiformes,143
5295,Zeiformes,Anabantiformes,143
5296,Zeiformes,Carangaria/misc,143
5297,Zeiformes,Carangiformes,143
5298,Zeiformes,Pleuronectiformes,143
5299,Zeiformes,Mugiliformes,143
5300,Zeiformes,Ovalentaria/misc,143
5301,Zeiformes,Gobiesociformes,143
5302,Zeiformes,Blenniiformes,143
5303,Zeiformes,Cichliformes,143
5304,Zeiformes,Beloniformes,143
5305,Zeiformes,Atheriniformes,143
5306,Zeiformes,Cyprinodontiformes,143
5307,Zeiformes,Perciformes/Percoidei,143
5308,Zeiformes,Perciformes/Zoarcoidei,143
5309,Zeiformes,Perciformes/Bembropoidei,143
5310,Zeiformes,Perciformes/Percophoidei,143
5311,Zeiformes,Perciformes/Notothenioidei,143
5312,Zeiformes,Perciformes/Uranoscopoidei,143
5313,Zeiformes,Perciformes/Serranoidei,143
5314,Zeiformes,Perciformes/Scorpaenoidei,143
5315,Zeiformes,Perciformes/Gasterosteoidei,143
5316,Zeiformes,Perciformes/Cottoidei,143
5317,Zeiformes,Acropomatiformes,143
5318,Zeiformes,Centrarchiformes,143
5319,Zeiformes,Eupercaria/misc,143
5320,Zeiformes,Acanthuriformes,143
5321,Zeiformes,Lophiiformes,143
5322,Zeiformes,Tetraodontiformes,143
5323,Zeiformes,Coelacanthiformes,439
5324,Zeiformes,Ceratodontiformes,439
5325,Stylephoriformes,Myxiniformes,500
5326,Stylephoriformes,Petromyzontiformes,500
5327,Stylephoriformes,Heterodontiformes,457
5328,Stylephoriformes,Orectolobiformes,457
5329,Stylephoriformes,Lamniformes,457
5330,Stylephoriformes,Carcharhiniformes,457
5331,Stylephoriformes,Hexanchiformes,457
5332,Stylephoriformes,Squaliformes,457
5333,Stylephoriformes,Echinorhiniformes,457
5334,Stylephoriformes,Pristiophoriformes,457
5335,Stylephoriformes,Squatiniformes,457
5336,Stylephoriformes,Rajiformes,457
5337,Stylephoriformes,Torpediniformes,457
5338,Stylephoriformes,Rhinopristiformes,457
5339,Stylephoriformes,Myliobatiformes,457
5340,Stylephoriformes,Chimaeriformes,457
5341,Stylephoriformes,Polypteriformes,378
5342,Stylephoriformes,Acipenseriformes,349
5343,Stylephoriformes,Amiiformes,297
5344,Stylephoriformes,Lepisosteiformes,297
5345,Stylephoriformes,Elopiformes,252
5346,Stylephoriformes,Albuliformes,252
5347,Stylephoriformes,Notacanthiformes,252
5348,Stylephoriformes,Anguilliformes,252
5349,Stylephoriformes,Saccopharyngiformes,252
5350,Stylephoriformes,Hiodontiformes,223
5351,Stylephoriformes,Osteoglossiformes,223
5352,Stylephoriformes,Clupeiformes,223
5353,Stylephoriformes,Alepocephaliformes,223
5354,Stylephoriformes,Gonorynchiformes,223
5355,Stylephoriformes,Cypriniformes,223
5356,Stylephoriformes,Characiformes,223
5357,Stylephoriformes,Gymnotiformes,223
5358,Stylephoriformes,Siluriformes,223
5359,Stylephoriformes,Lepidogalaxiiformes,209
5360,Stylephoriformes,Esociformes,186
5361,Stylephoriformes,Salmoniformes,186
5362,Stylephoriformes,Argentiniformes,178
5363,Stylephoriformes,Galaxiiformes,178
5364,Stylephoriformes,Stomiiformes,178
5365,Stylephoriformes,Osmeriformes,178
5366,Stylephoriformes,Ateleopodiformes,159
5367,Stylephoriformes,Aulopiformes,158
5368,Stylephoriformes,Myctophiformes,148
5369,Stylephoriformes,Polymixiiformes,129
5370,Stylephoriformes,Percopsiformes,123
5371,Stylephoriformes,Zeiformes,83
5372,Stylephoriformes,Gadiformes,74
5373,Stylephoriformes,Lampriformes,143
5374,Stylephoriformes,Trachichthyiformes,143
5375,Stylephoriformes,Beryciformes,143
5376,Stylephoriformes,Holocentriformes,143
5377,Stylephoriformes,Ophidiiformes,143
5378,Stylephoriformes,Batrachoidiformes,143
5379,Stylephoriformes,Kurtiformes,143
5380,Stylephoriformes,Gobiiformes,143
5381,Stylephoriformes,Scombriformes,143
5382,Stylephoriformes,Syngnathiformes,143
5383,Stylephoriformes,Dactylopteriformes,143
5384,Stylephoriformes,Callionymiformes,143
5385,Stylephoriformes,Mulliformes,143
5386,Stylephoriformes,Synbranchiformes,143
5387,Stylephoriformes,Anabantiformes,143
5388,Stylephoriformes,Carangaria/misc,143
5389,Stylephoriformes,Carangiformes,143
5390,Stylephoriformes,Pleuronectiformes,143
5391,Stylephoriformes,Mugiliformes,143
5392,Stylephoriformes,Ovalentaria/misc,143
5393,Stylephoriformes,Gobiesociformes,143
5394,Stylephoriformes,Blenniiformes,143
5395,Stylephoriformes,Cichliformes,143
5396,Stylephoriformes,Beloniformes,143
5397,Stylephoriformes,Atheriniformes,143
5398,Stylephoriformes,Cyprinodontiformes,143
5399,Stylephoriformes,Perciformes/Percoidei,143
5400,Stylephoriformes,Perciformes/Zoarcoidei,143
5401,Stylephoriformes,Perciformes/Bembropoidei,143
5402,Stylephoriformes,Perciformes/Percophoidei,143
5403,Stylephoriformes,Perciformes/Notothenioidei,143
5404,Stylephoriformes,Perciformes/Uranoscopoidei,143
5405,Stylephoriformes,Perciformes/Serranoidei,143
5406,Stylephoriformes,Perciformes/Scorpaenoidei,143
5407,Stylephoriformes,Perciformes/Gasterosteoidei,143
5408,Stylephoriformes,Perciformes/Cottoidei,143
5409,Stylephoriformes,Acropomatiformes,143
5410,Stylephoriformes,Centrarchiformes,143
5411,Stylephoriformes,Eupercaria/misc,143
5412,Stylephoriformes,Acanthuriformes,143
5413,Stylephoriformes,Lophiiformes,143
5414,Stylephoriformes,Tetraodontiformes,143
5415,Stylephoriformes,Coelacanthiformes,439
5416,Stylephoriformes,Ceratodontiformes,439
5417,Gadiformes,Myxiniformes,500
5418,Gadiformes,Petromyzontiformes,500
5419,Gadiformes,Heterodontiformes,457
5420,Gadiformes,Orectolobiformes,457
5421,Gadiformes,Lamniformes,457
5422,Gadiformes,Carcharhiniformes,457
5423,Gadiformes,Hexanchiformes,457
5424,Gadiformes,Squaliformes,457
5425,Gadiformes,Echinorhiniformes,457
5426,Gadiformes,Pristiophoriformes,457
5427,Gadiformes,Squatiniformes,457
5428,Gadiformes,Rajiformes,457
5429,Gadiformes,Torpediniformes,457
5430,Gadiformes,Rhinopristiformes,457
5431,Gadiformes,Myliobatiformes,457
5432,Gadiformes,Chimaeriformes,457
5433,Gadiformes,Polypteriformes,378
5434,Gadiformes,Acipenseriformes,349
5435,Gadiformes,Amiiformes,297
5436,Gadiformes,Lepisosteiformes,297
5437,Gadiformes,Elopiformes,252
5438,Gadiformes,Albuliformes,252
5439,Gadiformes,Notacanthiformes,252
5440,Gadiformes,Anguilliformes,252
5441,Gadiformes,Saccopharyngiformes,252
5442,Gadiformes,Hiodontiformes,223
5443,Gadiformes,Osteoglossiformes,223
5444,Gadiformes,Clupeiformes,223
5445,Gadiformes,Alepocephaliformes,223
5446,Gadiformes,Gonorynchiformes,223
5447,Gadiformes,Cypriniformes,223
5448,Gadiformes,Characiformes,223
5449,Gadiformes,Gymnotiformes,223
5450,Gadiformes,Siluriformes,223
5451,Gadiformes,Lepidogalaxiiformes,209
5452,Gadiformes,Esociformes,186
5453,Gadiformes,Salmoniformes,186
5454,Gadiformes,Argentiniformes,178
5455,Gadiformes,Galaxiiformes,178
5456,Gadiformes,Stomiiformes,178
5457,Gadiformes,Osmeriformes,178
5458,Gadiformes,Ateleopodiformes,159
5459,Gadiformes,Aulopiformes,158
5460,Gadiformes,Myctophiformes,148
5461,Gadiformes,Polymixiiformes,129
5462,Gadiformes,Percopsiformes,123
5463,Gadiformes,Zeiformes,83
5464,Gadiformes,Stylephoriformes,74
5465,Gadiformes,Lampriformes,143
5466,Gadiformes,Trachichthyiformes,143
5467,Gadiformes,Beryciformes,143
5468,Gadiformes,Holocentriformes,143
5469,Gadiformes,Ophidiiformes,143
5470,Gadiformes,Batrachoidiformes,143
5471,Gadiformes,Kurtiformes,143
5472,Gadiformes,Gobiiformes,143
5473,Gadiformes,Scombriformes,143
5474,Gadiformes,Syngnathiformes,143
5475,Gadiformes,Dactylopteriformes,143
5476,Gadiformes,Callionymiformes,143
5477,Gadiformes,Mulliformes,143
5478,Gadiformes,Synbranchiformes,143
5479,Gadiformes,Anabantiformes,143
5480,Gadiformes,Carangaria/misc,143
5481,Gadiformes,Carangiformes,143
5482,Gadiformes,Pleuronectiformes,143
5483,Gadiformes,Mugiliformes,143
5484,Gadiformes,Ovalentaria/misc,143
5485,Gadiformes,Gobiesociformes,143
5486,Gadiformes,Blenniiformes,143
5487,Gadiformes,Cichliformes,143
5488,Gadiformes,Beloniformes,143
5489,Gadiformes,Atheriniformes,143
5490,Gadiformes,Cyprinodontiformes,143
5491,Gadiformes,Perciformes/Percoidei,143
5492,Gadiformes,Perciformes/Zoarcoidei,143
5493,Gadiformes,Perciformes/Bembropoidei,143
5494,Gadiformes,Perciformes/Percophoidei,143
5495,Gadiformes,Perciformes/Notothenioidei,143
5496,Gadiformes,Perciformes/Uranoscopoidei,143
5497,Gadiformes,Perciformes/Serranoidei,143
5498,Gadiformes,Perciformes/Scorpaenoidei,143
5499,Gadiformes,Perciformes/Gasterosteoidei,143
5500,Gadiformes,Perciformes/Cottoidei,143
5501,Gadiformes,Acropomatiformes,143
5502,Gadiformes,Centrarchiformes,143
5503,Gadiformes,Eupercaria/misc,143
5504,Gadiformes,Acanthuriformes,143
5505,Gadiformes,Lophiiformes,143
5506,Gadiformes,Tetraodontiformes,143
5507,Gadiformes,Coelacanthiformes,439
5508,Gadiformes,Ceratodontiformes,439
5509,Lampriformes,Myxiniformes,500
5510,Lampriformes,Petromyzontiformes,500
5511,Lampriformes,Heterodontiformes,457
5512,Lampriformes,Orectolobiformes,457
5513,Lampriformes,Lamniformes,457
5514,Lampriformes,Carcharhiniformes,457
5515,Lampriformes,Hexanchiformes,457
5516,Lampriformes,Squaliformes,457
5517,Lampriformes,Echinorhiniformes,457
5518,Lampriformes,Pristiophoriformes,457
5519,Lampriformes,Squatiniformes,457
5520,Lampriformes,Rajiformes,457
5521,Lampriformes,Torpediniformes,457
5522,Lampriformes,Rhinopristiformes,457
5523,Lampriformes,Myliobatiformes,457
5524,Lampriformes,Chimaeriformes,457
5525,Lampriformes,Polypteriformes,378
5526,Lampriformes,Acipenseriformes,349
5527,Lampriformes,Amiiformes,297
5528,Lampriformes,Lepisosteiformes,297
5529,Lampriformes,Elopiformes,252
5530,Lampriformes,Albuliformes,252
5531,Lampriformes,Notacanthiformes,252
5532,Lampriformes,Anguilliformes,252
5533,Lampriformes,Saccopharyngiformes,252
5534,Lampriformes,Hiodontiformes,223
5535,Lampriformes,Osteoglossiformes,223
5536,Lampriformes,Clupeiformes,223
5537,Lampriformes,Alepocephaliformes,223
5538,Lampriformes,Gonorynchiformes,223
5539,Lampriformes,Cypriniformes,223
5540,Lampriformes,Characiformes,223
5541,Lampriformes,Gymnotiformes,223
5542,Lampriformes,Siluriformes,223
5543,Lampriformes,Lepidogalaxiiformes,209
5544,Lampriformes,Esociformes,186
5545,Lampriformes,Salmoniformes,186
5546,Lampriformes,Argentiniformes,178
5547,Lampriformes,Galaxiiformes,178
5548,Lampriformes,Stomiiformes,178
5549,Lampriformes,Osmeriformes,178
5550,Lampriformes,Ateleopodiformes,159
5551,Lampriformes,Aulopiformes,158
5552,Lampriformes,Myctophiformes,148
5553,Lampriformes,Polymixiiformes,143
5554,Lampriformes,Percopsiformes,143
5555,Lampriformes,Zeiformes,143
5556,Lampriformes,Stylephoriformes,143
5557,Lampriformes,Gadiformes,143
5558,Lampriformes,Trachichthyiformes,139
5559,Lampriformes,Beryciformes,139
5560,Lampriformes,Holocentriformes,139
5561,Lampriformes,Ophidiiformes,139
5562,Lampriformes,Batrachoidiformes,139
5563,Lampriformes,Kurtiformes,139
5564,Lampriformes,Gobiiformes,139
5565,Lampriformes,Scombriformes,139
5566,Lampriformes,Syngnathiformes,139
5567,Lampriformes,Dactylopteriformes,139
5568,Lampriformes,Callionymiformes,139
5569,Lampriformes,Mulliformes,139
5570,Lampriformes,Synbranchiformes,139
5571,Lampriformes,Anabantiformes,139
5572,Lampriformes,Carangaria/misc,139
5573,Lampriformes,Carangiformes,139
